date,RF,Mkt,Mkt-RF,SMB,HML,RMW,CMA
7/1/1963,0.0027,-0.0012,-0.0039,-0.0041,-0.0097,0.0068,-0.0118
8/1/1963,0.0025,0.0532,0.0507,-0.008,0.018,0.0036,-0.0035
9/1/1963,0.0027,-0.013,-0.0157,-0.0052,0.0013,-0.0071,0.0029
10/1/1963,0.0029,0.0282,0.0253,-0.0139,-0.001,0.028,-0.0201
11/1/1963,0.0027,-0.0058,-0.0085,-0.0088,0.0175,-0.0051,0.0224
12/1/1963,0.0029,0.0212,0.0183,-0.021,-0.0002,0.0003,-0.0007
1/1/1964,0.003,0.0254,0.0224,0.0013,0.0148,0.0017,0.0147
2/1/1964,0.0026,0.018,0.0154,0.0028,0.0281,-0.0005,0.0091
3/1/1964,0.0031,0.0172,0.0141,0.0123,0.034,-0.0221,0.0322
4/1/1964,0.0029,0.0039,0.001,-0.0152,-0.0067,-0.0127,-0.0108
5/1/1964,0.0026,0.0168,0.0142,-0.0063,0.0186,-0.0016,0.0017
6/1/1964,0.003,0.0157,0.0127,0.0029,0.0062,-0.0028,-0.0017
7/1/1964,0.003,0.0204,0.0174,0.005,0.0075,0.0008,0.0191
8/1/1964,0.0028,-0.0116,-0.0144,0.0041,0.0008,0.0012,0.0035
9/1/1964,0.0028,0.0297,0.0269,-0.0034,0.017,-0.0056,0.0062
10/1/1964,0.0029,0.0088,0.0059,0.0087,0.0117,-0.0043,0.0047
11/1/1964,0.0029,0.0029,0,-0.0015,-0.0196,0.0063,-0.0026
12/1/1964,0.0031,0.0034,0.0003,-0.0069,-0.0248,0.0107,-0.015
1/1/1965,0.0028,0.0382,0.0354,0.0244,0.0012,0.0091,0.001
2/1/1965,0.003,0.0074,0.0044,0.0331,0.0011,0.0023,-0.0068
3/1/1965,0.0036,-0.0098,-0.0134,0.0212,0.0103,-0.0032,0.0069
4/1/1965,0.0031,0.0342,0.0311,0.0105,0.0066,0.003,-0.022
5/1/1965,0.0031,-0.0046,-0.0077,0.001,-0.0161,-0.0045,0.0053
6/1/1965,0.0035,-0.0516,-0.0551,-0.0428,0.0059,0.0022,0.0037
7/1/1965,0.0031,0.0174,0.0143,0.0108,0.022,-0.0137,0.0003
8/1/1965,0.0033,0.0306,0.0273,0.0271,-0.01,0.019,-0.0074
9/1/1965,0.0031,0.0317,0.0286,0.0062,-0.0013,-0.0089,0.008
10/1/1965,0.0031,0.0291,0.026,0.0347,0.0156,0.0117,-0.0065
11/1/1965,0.0035,0.0032,-0.0003,0.0519,0.0015,-0.0101,-0.0094
12/1/1965,0.0033,0.0134,0.0101,0.0266,0.0203,-0.0114,-0.0053
1/1/1966,0.0038,0.011,0.0072,0.0468,0.0356,-0.0282,-0.0011
2/1/1966,0.0035,-0.0086,-0.0121,0.0471,0.0033,-0.0017,-0.0149
3/1/1966,0.0038,-0.0213,-0.0251,0.0032,-0.0198,0.013,0.0006
4/1/1966,0.0034,0.0248,0.0214,0.0335,-0.0046,0.0039,-0.0095
5/1/1966,0.0041,-0.0525,-0.0566,-0.051,-0.0163,0.0164,-0.0152
6/1/1966,0.0038,-0.0106,-0.0144,0.0137,0.005,0.0015,0.0078
7/1/1966,0.0035,-0.0128,-0.0163,-0.0041,0.0095,-0.0036,0.0179
8/1/1966,0.0041,-0.075,-0.0791,-0.0312,0.0043,-0.0009,0.008
9/1/1966,0.004,-0.0066,-0.0106,-0.0114,0.0056,-0.0168,0.0237
10/1/1966,0.0045,0.0431,0.0386,-0.0645,0.0269,-0.0348,0.0425
11/1/1966,0.004,0.018,0.014,0.0334,-0.0469,0.0413,-0.0662
12/1/1966,0.004,0.0053,0.0013,0.0202,-0.0119,0.007,-0.0034
1/1/1967,0.0043,0.0858,0.0815,0.091,0.0227,0.0096,-0.0316
2/1/1967,0.0036,0.0114,0.0078,0.0306,-0.0222,0.0199,-0.0099
3/1/1967,0.0039,0.0438,0.0399,0.0187,0.0037,0.0086,-0.016
4/1/1967,0.0032,0.0421,0.0389,0.0043,-0.0248,0.0233,-0.0367
5/1/1967,0.0033,-0.04,-0.0433,0.0229,0.0109,-0.0173,0.0173
6/1/1967,0.0027,0.0268,0.0241,0.0643,0.0085,-0.0062,-0.0242
7/1/1967,0.0031,0.0489,0.0458,0.0354,0.0273,0.0048,0.027
8/1/1967,0.0031,-0.0058,-0.0089,0.0072,0.0144,0.003,0.0145
9/1/1967,0.0032,0.0343,0.0311,0.0244,-0.025,0.002,-0.0095
10/1/1967,0.0039,-0.027,-0.0309,0.0053,-0.033,0.0101,-0.0262
11/1/1967,0.0036,0.0073,0.0037,-0.0004,-0.017,0.0134,-0.0234
12/1/1967,0.0033,0.0338,0.0305,0.0575,-0.0053,-0.0081,0.0013
1/1/1968,0.004,-0.0366,-0.0406,0.0451,0.048,-0.0462,0.0646
2/1/1968,0.0039,-0.0336,-0.0375,-0.0291,0.0128,-0.0016,0.0245
3/1/1968,0.0038,0.0058,0.002,-0.0159,-0.0059,0.0105,-0.011
4/1/1968,0.0043,0.0948,0.0905,0.0618,-0.0113,0.0269,-0.0365
5/1/1968,0.0045,0.0273,0.0228,0.07,0.0085,0.0043,-0.0192
6/1/1968,0.0043,0.0112,0.0069,-0.0028,0.0073,-0.0141,0.0276
7/1/1968,0.0048,-0.0224,-0.0272,-0.0141,0.0539,-0.0313,0.0372
8/1/1968,0.0042,0.0176,0.0134,0.0227,0.0101,-0.007,0.0048
9/1/1968,0.0043,0.0446,0.0403,0.0281,0.003,-0.0199,0.0087
10/1/1968,0.0044,0.0086,0.0042,-0.0042,0.0286,-0.0132,0.027
11/1/1968,0.0042,0.0585,0.0543,0.0239,-0.0092,0.0043,-0.0243
12/1/1968,0.0043,-0.0351,-0.0394,0.0352,-0.0001,-0.0186,0.0176
1/1/1969,0.0053,-0.0072,-0.0125,-0.0044,0.0167,-0.0155,0.0138
2/1/1969,0.0046,-0.0538,-0.0584,-0.0416,0.0091,0.0207,0.0083
3/1/1969,0.0046,0.031,0.0264,-0.0045,-0.0051,-0.0143,-0.0035
4/1/1969,0.0053,0.0199,0.0146,-0.008,-0.0003,0.0041,0.0006
5/1/1969,0.0048,0.0038,-0.001,-0.0011,0.007,-0.0095,0.0139
6/1/1969,0.0051,-0.0667,-0.0718,-0.0545,-0.0108,0.0432,-0.016
7/1/1969,0.0053,-0.0647,-0.07,-0.0341,0.012,0.0148,0.0191
8/1/1969,0.005,0.0518,0.0468,0.007,-0.0379,0.0113,-0.0402
9/1/1969,0.0062,-0.0236,-0.0298,0.0129,-0.0327,0.0339,-0.0082
10/1/1969,0.006,0.0566,0.0506,0.0396,-0.0316,0.0005,-0.0215
11/1/1969,0.0052,-0.0327,-0.0379,-0.0245,-0.0119,0.0146,0.003
12/1/1969,0.0064,-0.0199,-0.0263,-0.0376,-0.0286,0.0254,-0.0181
1/1/1970,0.006,-0.075,-0.081,0.0312,0.0313,-0.0172,0.0384
2/1/1970,0.0062,0.0575,0.0513,-0.0276,0.0393,-0.0229,0.0276
3/1/1970,0.0057,-0.0049,-0.0106,-0.0241,0.0399,-0.01,0.0429
4/1/1970,0.005,-0.105,-0.11,-0.064,0.0618,-0.0064,0.0621
5/1/1970,0.0053,-0.0639,-0.0692,-0.0448,0.0333,-0.0121,0.039
6/1/1970,0.0058,-0.0521,-0.0579,-0.022,0.006,0.0013,0.0296
7/1/1970,0.0052,0.0745,0.0693,-0.0062,0.009,-0.0026,0.0184
8/1/1970,0.0053,0.0502,0.0449,0.0152,0.0115,0.0056,-0.0021
9/1/1970,0.0054,0.0472,0.0418,0.0851,-0.0547,0.003,-0.0583
10/1/1970,0.0046,-0.0182,-0.0228,-0.0443,0.0022,0.0171,0.0234
11/1/1970,0.0046,0.0506,0.046,-0.0386,0.0169,0.0157,0.0147
12/1/1970,0.0042,0.0614,0.0572,0.0294,0.01,0.0027,0.003
1/1/1971,0.0038,0.0522,0.0484,0.0754,0.0133,-0.0199,0.0007
2/1/1971,0.0033,0.0174,0.0141,0.0204,-0.0123,0.0062,-0.007
3/1/1971,0.003,0.0443,0.0413,0.0226,-0.0395,0.0182,-0.0271
4/1/1971,0.0028,0.0343,0.0315,-0.0036,0.0069,-0.0147,0.0087
5/1/1971,0.0029,-0.0369,-0.0398,-0.0111,-0.0144,0.014,0.0025
6/1/1971,0.0037,0.0027,-0.001,-0.0148,-0.0187,0.0153,-0.0164
7/1/1971,0.004,-0.041,-0.045,-0.0139,0.0002,0.0064,0.0146
8/1/1971,0.0047,0.0426,0.0379,-0.0016,0.0263,-0.0043,0.0264
9/1/1971,0.0037,-0.0048,-0.0085,0.0028,-0.0291,0.0256,-0.0158
10/1/1971,0.0037,-0.0405,-0.0442,-0.016,-0.0048,0.0162,-0.0135
11/1/1971,0.0037,-0.0009,-0.0046,-0.0286,-0.0168,0.0244,-0.0034
12/1/1971,0.0037,0.0908,0.0871,0.0327,-0.004,-0.004,-0.0175
1/1/1972,0.0029,0.0278,0.0249,0.061,0.0224,-0.0169,0.0055
2/1/1972,0.0025,0.0312,0.0287,0.0087,-0.0279,0.0161,-0.0052
3/1/1972,0.0027,0.009,0.0063,-0.0043,-0.0161,0.0163,-0.0018
4/1/1972,0.0029,0.0058,0.0029,0.0023,0.0012,-0.0042,-0.0103
5/1/1972,0.003,0.0155,0.0125,-0.031,-0.027,0.0234,-0.0195
6/1/1972,0.0029,-0.0214,-0.0243,-0.0043,-0.0248,0.0188,-0.0036
7/1/1972,0.0031,-0.0049,-0.008,-0.0277,0.0066,0.0114,-0.0066
8/1/1972,0.0029,0.0355,0.0326,-0.0348,0.0454,-0.0196,0.0285
9/1/1972,0.0034,-0.008,-0.0114,-0.0223,0.0046,0.0168,-0.0197
10/1/1972,0.004,0.0092,0.0052,-0.0254,0.0134,-0.0015,0.0002
11/1/1972,0.0037,0.0497,0.046,-0.0062,0.0485,-0.0195,0.0337
12/1/1972,0.0037,0.0099,0.0062,-0.0189,-0.0219,0.026,-0.0216
1/1/1973,0.0044,-0.0285,-0.0329,-0.0281,0.0268,0.0042,0.009
2/1/1973,0.0041,-0.0444,-0.0485,-0.0391,0.016,-0.0026,0.0002
3/1/1973,0.0046,-0.0084,-0.013,-0.0233,0.0262,-0.0107,0.0062
4/1/1973,0.0052,-0.0516,-0.0568,-0.029,0.0541,-0.0158,0.026
5/1/1973,0.0051,-0.0243,-0.0294,-0.0617,0.0041,0.0195,-0.0157
6/1/1973,0.0051,-0.0106,-0.0157,-0.0248,0.012,-0.0021,0.0011
7/1/1973,0.0064,0.0569,0.0505,0.0726,-0.0531,-0.0005,-0.0328
8/1/1973,0.007,-0.0312,-0.0382,-0.0184,0.0124,-0.0131,0.013
9/1/1973,0.0068,0.0543,0.0475,0.036,0.0201,-0.0233,0.0177
10/1/1973,0.0065,-0.0018,-0.0083,-0.0038,0.0194,-0.019,0.0271
11/1/1973,0.0056,-0.1219,-0.1275,-0.0728,0.0387,-0.0263,0.0173
12/1/1973,0.0064,0.0125,0.0061,-0.0469,0.0385,-0.0278,0.0248
1/1/1974,0.0063,0.0046,-0.0017,0.1041,0.0602,-0.0307,0.0442
2/1/1974,0.0058,0.0011,-0.0047,0.0006,0.0281,-0.0187,0.0263
3/1/1974,0.0056,-0.0225,-0.0281,0.0265,-0.0032,0.028,0.0044
4/1/1974,0.0075,-0.0454,-0.0529,-0.007,0.0085,0.0287,0.0209
5/1/1974,0.0075,-0.0393,-0.0468,-0.0307,-0.0202,0.0495,-0.0042
6/1/1974,0.006,-0.0223,-0.0283,0,0.0077,0.0057,0.0294
7/1/1974,0.007,-0.0735,-0.0805,0.0192,0.0516,-0.0325,0.046
8/1/1974,0.006,-0.0875,-0.0935,0.0026,0.0264,-0.0028,0.0259
9/1/1974,0.0081,-0.1096,-0.1177,0.0148,0.0558,-0.0444,0.0591
10/1/1974,0.0051,0.1661,0.161,-0.0682,-0.0987,-0.0021,-0.0286
11/1/1974,0.0054,-0.0397,-0.0451,-0.0148,-0.002,-0.0337,0.0292
12/1/1974,0.007,-0.0275,-0.0345,-0.0435,0.0011,-0.0068,0.0325
1/1/1975,0.0058,0.1424,0.1366,0.1291,0.0828,-0.0078,-0.009
2/1/1975,0.0043,0.0599,0.0556,-0.0065,-0.0444,0.0116,-0.021
3/1/1975,0.0041,0.0307,0.0266,0.04,0.0238,0.0126,-0.0133
4/1/1975,0.0044,0.0467,0.0423,-0.0071,-0.0114,0.0141,-0.0134
5/1/1975,0.0044,0.0563,0.0519,0.0289,-0.041,-0.0098,-0.006
6/1/1975,0.0041,0.0524,0.0483,0.0143,0.0138,-0.0266,0.0106
7/1/1975,0.0048,-0.0611,-0.0659,0.0344,0.0169,0.0046,0.0122
8/1/1975,0.0048,-0.0237,-0.0285,-0.0284,-0.0095,0.0111,-0.0093
9/1/1975,0.0053,-0.0373,-0.0426,0.0005,0.0039,0.0053,0.0055
10/1/1975,0.0056,0.0587,0.0531,-0.0423,0.0028,-0.0049,0.0226
11/1/1975,0.0041,0.0305,0.0264,-0.0109,0.0203,-0.0068,0.0175
12/1/1975,0.0048,-0.0112,-0.016,-0.0005,0.0169,-0.0009,0.0057
1/1/1976,0.0047,0.1263,0.1216,0.0634,0.0863,-0.0179,0.0228
2/1/1976,0.0034,0.0066,0.0032,0.0799,0.0587,-0.0264,0.0387
3/1/1976,0.004,0.0272,0.0232,-0.0138,-0.0012,-0.0033,0.0096
4/1/1976,0.0042,-0.0107,-0.0149,0.0008,-0.0016,0.004,-0.011
5/1/1976,0.0037,-0.0097,-0.0134,-0.011,-0.0136,0.0246,-0.0141
6/1/1976,0.0043,0.0448,0.0405,-0.0107,0.0071,-0.0068,0.0102
7/1/1976,0.0047,-0.006,-0.0107,0.0063,0.0173,-0.0105,0.0028
8/1/1976,0.0042,-0.0014,-0.0056,-0.0198,0.0081,-0.0042,-0.0055
9/1/1976,0.0044,0.0251,0.0207,0.001,-0.0029,0.0098,-0.0115
10/1/1976,0.0041,-0.0201,-0.0242,0.0013,-0.0018,-0.0019,-0.0037
11/1/1976,0.004,0.0076,0.0036,0.0266,0.0151,-0.0141,0.0009
12/1/1976,0.004,0.0605,0.0565,0.0364,0.0227,-0.0061,0.0228
1/1/1977,0.0036,-0.0369,-0.0405,0.059,0.0427,-0.0051,0.0197
2/1/1977,0.0035,-0.0159,-0.0194,0.0107,0.0047,-0.0016,-0.0022
3/1/1977,0.0038,-0.0099,-0.0137,0.0131,0.0109,-0.003,-0.0006
4/1/1977,0.0038,0.0053,0.0015,0.0061,0.0338,-0.0201,0.0114
5/1/1977,0.0037,-0.0108,-0.0145,0.0131,0.0085,0.0033,0.0019
6/1/1977,0.004,0.0511,0.0471,0.0208,-0.0074,0.0091,-0.012
7/1/1977,0.0042,-0.0127,-0.0169,0.0188,-0.0056,0.0073,0.0009
8/1/1977,0.0044,-0.0131,-0.0175,0.0086,-0.027,0.0098,-0.0066
9/1/1977,0.0043,0.0016,-0.0027,0.0143,-0.0052,0.0143,-0.0084
10/1/1977,0.0049,-0.0389,-0.0438,0.0148,0.0175,-0.002,-0.003
11/1/1977,0.005,0.045,0.04,0.0364,0.0026,-0.0013,0.0073
12/1/1977,0.0049,0.0076,0.0027,0.0159,-0.0029,0.0092,-0.0069
1/1/1978,0.0049,-0.0552,-0.0601,0.0272,0.0336,-0.0172,0.0152
2/1/1978,0.0046,-0.0092,-0.0138,0.037,0.0083,0.003,0.0101
3/1/1978,0.0053,0.0338,0.0285,0.0371,0.0118,-0.0059,0.0189
4/1/1978,0.0054,0.0842,0.0788,-0.0026,-0.0354,0.0281,-0.0126
5/1/1978,0.0051,0.0227,0.0176,0.0458,-0.0052,0.0022,0.0041
